[14626,20489]
[19067,1169]
[28124,29311]
[7515,67]
[20615,25351]
[21402,25721]
[17157,10761]
[20084,13774]
[24837,1206]
[5256,20432]
[10919,8294]
[10387,394]
[15295,4888]
[4664,319]
[25397,11868]
[13513,345]
[12623,13840]
[14036,9919]
[8579,768]
[3134,12566]
[28584,3201]
[14383,7047]
[2233,810]
[19858,3194]
[28595,24921]
[27847,28472]
[3670,26506]
[17091,6493]
[8377,26490]
[25773,8423]
[18608,12331]
[7311,4766]
[5348,27526]
[12603,22758]
[24435,159]
[27919,534]
[17418,12939]
[13508,14844]
[13841,23989]
[26073,5414]
[13896,8589]
[22900,16769]
[3065,28183]
[7406,1519]
[29982,14307]
[16198,9405]
[22172,14853]
[3897,13045]
[4023,18785]
[848,25297]
[15062,614]
[15827,11647]
[19051,10695]
[27625,9777]
[27657,1397]
[17670,5523]
[28471,11589]
[10827,27483]
[4501,21953]
[23575,11309]
[28291,27911]
[7206,12174]
[14717,27036]
[10054,25838]
[29289,6527]
[15163,24861]
[6720,11854]
[29929,20088]
[24160,4560]
[16520,626]
[6881,14749]
[24826,7827]
[26514,22912]
[21661,4854]
[23244,10398]
[1952,26159]
[27846,9554]
[6923,1703]
[25514,2405]
[18780,11389]
[7541,18964]
[21382,13022]
[5514,10974]
[763,18184]
[15351,4906]
[20065,24320]
[2370,24508]
[722,27651]
[18361,25708]
[3974,1985]
[6512,20296]
[14549,22619]
[10185,5870]
[635,8306]
[20576,15492]
[26986,21590]
[1984,647]
[21652,18707]
[23067,23522]
[3669,3479]
[2651,20666]
[11712,6762]
[12848,16614]
[28239,26272]
[10679,1796]
[19707,18868]
[4515,5250]
[6148,8619]
[20586,2172]
[16796,23470]
[18761,29067]
[13632,15011]
[617,24266]
[18665,14405]
[13479,18917]
[6347,27324]
[27973,23902]
[27363,12103]
[10229,2073]
[13151,27958]
[17375,10033]
[15736,2955]
[13951,27734]
[6539,21012]
[14736,11552]
[11292,20928]
[8589,25698]
[7340,25522]
[20656,20121]
[2029,27115]
[10952,16155]
[1160,930]
[3841,27761]
[18890,24882]
[2633,20295]
[13244,6718]
[1252,3186]
[18480,8585]
[22458,7790]
[16230,23338]
[13322,13462]
[20444,219]
[4062,10617]
[4513,20368]
[26005,1014]
[5128,14804]
[2014,11918]
[14009,24257]
[9369,21830]
[27906,6728]
[19359,25495]
[7051,20750]
[20910,5921]
[29427,20464]
[18768,18088]
[5087,21780]
[23718,9550]
[912,11857]
[7705,7409]
[7182,8084]
[18934,3663]
[25896,17002]
[8815,28106]
[26848,7019]
[26984,25026]
[22088,16096]
[13505,20493]
[11854,14356]
[22915,6627]
[26521,1450]
[5776,12516]
[13488,14274]
[7155,11937]
[12064,7530]
[6624,11112]
[25680,7748]
[13524,5889]
[20563,9764]
[27278,12010]
[13612,23415]
[5186,22064]
[28867,27506]
[22383,22661]
[8307,28457]
[24717,15976]
[28237,21553]
[29316,16980]
[29275,1613]
[24861,15093]
[29755,15052]
[6501,391]
[5765,19243]
[18973,14447]
[19737,23932]
[27730,15624]
[10986,21470]
[16054,17421]
[10951,11899]
[24293,4362]
[4692,9328]
[12513,6072]
[20055,20454]
[20205,23828]
[434,12164]
[10687,19947]
[8801,21345]
[3207,16966]
[15562,3208]
[27369,14693]
[11622,16300]
[21905,3421]
[18075,2564]
[28645,17182]
[10244,13404]
[18433,26826]
[11147,114]
[13201,8136]
[25389,26093]
[10961,21548]
[9878,25933]
[14060,25371]
[23926,15404]
[25206,7294]
[9918,855]
[18229,2588]
[11072,17095]
[6944,6213]
[29716,18056]
[15749,3076]
[24748,29928]
[24133,24440]
[6440,14078]
[20844,12607]
[12418,17354]
[11034,22063]
[849,3419]
[19022,14891]
[16120,7346]
[4594,20724]
[21559,21327]
[18515,16522]
[21728,28329]
[4245,19393]
[1786,18639]
[15634,28404]
[29915,22921]
[25720,8480]
[11076,4445]
[1163,24715]
[10311,24661]
[14223,20327]
[8063,25088]
[9627,28186]
[7338,27684]
[3039,11659]
[24754,17954]
[20743,6444]
[9231,14248]
[29200,9151]
[12261,8930]
[21886,28757]
[21792,370]
[17277,16690]
[17961,12981]
[18727,28053]
[7775,19003]
[18701,17334]
[19363,24367]
[28392,15467]
[19039,22503]
[5143,17641]
[9574,25216]
[8000,23918]
[15469,19854]
[7718,16161]
[22945,16909]
[28505,16753]
[25860,236]
[14514,16518]
[21316,19579]
[4459,4292]
[3066,27709]
[15735,11822]
[23001,22164]
[22831,5982]
[17252,1090]
[22471,16568]
[12086,6071]
[12326,13350]
[27668,22570]
[18202,24026]
[9497,17231]
[11283,19999]
[8754,4347]
[14945,21111]
[15878,24372]
[23159,6010]
[2567,10869]
[25528,2438]
[23954,21404]
[2968,27747]
[18700,16137]
[28353,11591]
[15078,15583]
[14381,6164]
[9678,3675]
[3336,6803]
[28241,14102]
[21919,23216]
[4366,16018]
[25348,20829]
[20975,24091]
[27484,6461]
[12172,21844]
[15700,26726]
[142,26361]
[7685,6118]
[52,7595]
[27302,14824]
[23933,9256]
[25169,28627]
[22052,16114]
[9147,2269]
[24333,29271]
[5376,9064]
[17729,22364]
[8766,10629]
[4043,2156]
[25465,21522]
[1494,3873]
[10123,28290]
[17344,10723]
[14548,19744]
[18196,2930]
[7857,25558]
[11462,11578]
[21625,23867]
[2581,28408]
[27235,5388]
[9455,8304]
[4238,3812]
[4193,27912]
[24271,19166]
[20233,13091]
[1891,20905]
[13308,12896]
[18437,11598]
[21436,3935]
[13538,6911]
[17927,10941]
[20091,11798]
[23474,11064]
[19379,9697]
[3639,13686]
[6003,486]
[7751,2723]
[23404,9128]
[12675,11114]
[5763,2006]
[13037,1734]
[381,25148]
[7248,17967]
[7232,23336]
[18863,3234]
[4629,25815]
[23370,16532]
[9893,6652]
[12778,10040]
[10433,9923]
[14941,20823]
[28582,24216]
[23751,15475]
[24997,20459]
[23109,4881]
[13812,14799]
[28677,24996]
[2737,8414]
[25821,17882]
[1435,8696]
[23052,4316]
[13986,16431]
[8019,12075]
[19579,25091]
[17954,13407]
[17136,2527]
[10984,4507]
[27878,20418]
[26754,14551]
[29124,16999]
[9635,20067]
[21298,19488]
[27,9711]
[15728,18197]
[14047,15929]
[10647,4113]
[20801,15848]
[29976,23133]
[932,11906]
[17295,23099]
[3877,28563]
[10561,20529]
[23144,15133]
[25986,5831]
[21370,23649]
[185,6279]
[27696,16087]
[27010,25058]
[22529,5518]
[24145,13125]
[26570,9140]
[24345,23010]
[13100,12600]
[22744,22737]
[10338,25259]
[1780,1236]
[12673,16148]
[26657,15512]
[28517,25107]
[2545,20119]
[5204,20755]
[20693,4037]
[10181,11166]
[7562,14231]
[19775,15148]
[5017,6535]
[24975,11068]
[8963,26042]
[13749,9952]
[23774,11153]
[12510,10265]
[6012,931]
[6358,29630]
[15565,18698]
[22448,17893]
[16756,14501]
[23582,11235]
[2196,13641]
[525,27425]
[1094,12163]
[21449,20710]
[24755,14309]
[25796,10539]
[3440,11753]
[14012,27626]
[936,21476]
[29705,2584]
[18392,24864]
[9177,7027]
[18033,20174]
[444,28798]
[6608,16895]
[10947,25747]
[7558,11396]
[16549,11454]
[24846,3316]
[29046,14015]
[20066,22173]
[2678,521]
[10933,19909]
[3277,23166]
[677,20845]
[15929,10047]
[9340,3531]
[10383,23756]
[22725,27133]
[22023,13507]
[26211,16157]
[18137,13201]
[2778,26736]
[8734,24318]
[16349,14139]
[19920,9612]
[547,10882]
[10322,4373]
[5429,17990]
[6062,6551]
[2943,10098]
[10484,19171]
[3793,18727]
[1391,20086]
[15156,9348]
[15006,2349]
[22954,3671]
[21673,11362]
[21892,25606]
[22102,22891]
[13824,18542]
[19438,7711]
[25972,27472]
[7654,10700]
[5665,2511]
[5768,19537]
[20504,9402]
[2411,27716]
[16963,2379]
[16053,9347]
[5935,25382]
[16837,21742]
[29057,18122]
[8845,28048]
[22644,9524]
[6338,10458]
[19982,3025]
[4606,18724]
[15345,15890]
[7103,27114]
[8291,6655]
[24901,24377]
[2987,8104]
[29979,16686]
[20036,16229]
[19572,18849]
[13914,4857]
[11606,27251]
[4212,25114]
[15358,6882]
[6589,3802]
[16752,24717]
[16069,28958]
[7011,2253]
[21473,25232]
[28090,9497]
[11623,28948]
[21613,19598]
[29668,4369]
[23519,7267]
[4532,18261]
[22587,22309]
[14572,1866]
[12324,7371]
[13336,19625]
[11409,14360]
[10582,15772]
[27763,28267]
[11167,1423]
[13638,19998]
[25444,20703]
[28194,27571]
[16835,6707]
[29515,26405]
[6561,16555]
[1512,4715]
[24416,18788]
[24827,3542]
[14996,24482]
[9430,17698]
[10780,6991]
[26040,7510]
[5588,16005]
[6611,13982]
[23220,21650]
[26020,3431]
[1410,11268]
[5572,17328]
[23168,22947]
[14553,2328]
[25378,226]
[28439,11256]
[8067,19640]
[22495,3600]
[7172,6417]
[3609,12992]
[16188,21093]
[21222,18527]
[3397,6193]
[19259,16998]
[703,18094]
[14507,17494]
[10141,28052]
[4122,9232]
[16622,27663]
[21279,5246]
[3098,17993]
[7696,21044]
[15145,6434]
[15010,29812]
[9492,25476]
[5026,12001]
[19942,20372]
[26289,4453]
[23610,14826]
[21931,17852]
[13525,21868]
[1428,15704]
[565,23333]
[5258,3142]
[4844,10976]
[8474,8054]
[462,25384]
[7383,8691]
[26495,21896]
[28871,6070]
[22810,10885]
[8257,19400]
[6595,27053]
[29266,28720]
[21029,783]
[15705,17489]
[5579,27647]
[27879,17474]
[7050,17680]
[1965,25451]
[18993,8362]
[8603,23230]
[29649,29039]
[13965,23268]
[21100,16520]
[1582,24767]
[8378,27541]
[19190,2830]
[11788,6040]
[9370,20318]
[10296,11985]
[1350,25286]
[10953,5074]
[11494,5925]
[6519,26444]
[863,7069]
[23521,5795]
[1944,6921]
[19946,13235]
[14660,13623]
[25917,27122]
[27691,6723]
[24260,8438]
[2799,14743]
[8731,19861]
[9272,5883]
[3211,21985]
[4964,3886]
[10198,7549]
[13158,22050]
[12349,7229]
[23437,14487]
[10912,24726]
[2805,21356]
[1138,736]
[7839,9856]
[26889,18900]
[24979,17255]
[5450,8516]
[9969,7764]
[9014,25995]
[24239,7216]
[1958,4981]
[17432,2145]
[5414,20230]
[4039,25275]
[18850,18782]
[23299,28994]
[8545,23430]
[2192,8582]
[22372,24044]
[25636,9920]
[11062,18273]
[7397,1722]
[22187,9157]
[26140,15063]
[28397,29959]
[6372,1310]
[20157,13611]
[15407,8804]
[11763,14955]
[19343,12783]
[21006,12374]
[5091,15217]
[8317,29527]
[4181,27345]
[16576,9209]
[8248,3129]
[2936,16152]
[8235,17583]
[5963,5182]
[20349,2735]
[17725,4442]
[28107,18217]
[11205,18458]
[16180,15324]
[1517,19510]
[3365,23251]
[25044,24177]
[16791,16610]
[25093,18688]
[3508,19865]
[4512,9652]
[23716,21107]
[23730,21117]
[16584,22344]
[8076,20497]
[22489,24000]
[14146,3582]
[22045,7124]
[427,24101]
[6298,202]
[1207,19088]
[20778,154]
[29913,18794]
[2199,26172]
[2252,13461]
[2893,5356]
[16529,24072]
[18805,17560]
[2205,20156]
[26861,25515]
[11774,21079]
[25151,5709]
[1271,28310]
[29934,3314]
[25074,2027]
[4147,11519]
[17501,24625]
[9174,13551]
[1954,16559]
[12072,27640]
[5041,6007]
[4705,25802]
[21012,3872]
[19073,18140]
[23859,20421]
[3040,19183]
[23311,17891]
[11526,2477]
[21271,22340]
[25772,23056]
[14389,9190]
[22735,9599]
[4260,8730]
[2601,8987]
[11803,21144]
[13684,495]
[27979,9552]
[14111,21754]
[1402,16455]
[2877,15609]
[26646,21735]
[27079,23198]
[9481,26129]
[4710,29774]
[18861,20727]
[14341,18661]
[27036,10434]
[6056,8612]
[6907,13157]
[16372,6373]
[22690,11712]
[16929,572]
[9196,1317]
[11975,25955]
[26075,23048]
[9049,16844]
[6996,10679]
[29334,10919]
[9701,11097]
[4144,6374]
[22422,19683]
[17265,29531]
[29795,856]
[16852,22562]
[7819,12085]
[25806,20562]
[613,11043]
[952,24947]
[23897,11921]
[7781,1705]
[586,3261]
[16780,14227]
[9096,3014]
[8513,2023]
[23638,4970]
[1032,13394]
[10259,9038]
[29176,25133]
[23777,21496]
[27006,3625]
[26709,29791]
[2933,17651]
[14950,4993]
[25785,5835]
[21997,5228]
[17102,17403]
[21268,16902]
[16177,13046]
[14115,9969]
[17150,11152]
[27371,18272]
[11898,11970]
[13436,20877]
[24757,9604]
[17623,12477]
[17161,16985]
[25241,27301]
[10834,17656]
[20260,14517]
[25410,18274]
[28919,23543]
[14587,16658]
[4087,8835]
[13706,13108]
[17266,10039]
[5119,4339]
[28108,15493]
[14844,12314]
[25411,26542]
[2761,28965]
[4543,6137]
[7650,3571]
[18683,286]
[26080,21282]
[10402,23965]
[17861,9679]
[4350,18973]
[17474,19647]
[10811,5807]
[922,5786]
[7048,23402]
[10490,29591]
[3201,1023]
[22768,4184]
[2547,14436]
[8997,8588]
[13376,5841]
[25015,22855]
[17255,1845]
[23984,1530]
[19479,10503]
[23190,22401]
[20669,18906]
[15714,11948]
[13571,26671]
[17058,6782]
[18469,5944]
[14714,18269]
[1501,14768]
[1951,21884]
[5706,15214]
[9919,28406]
[2395,866]
[19984,28213]
[20567,25150]
[8886,1081]
[8829,9039]
[10409,14830]
[9685,19115]
[22284,18216]
[21604,25582]
[7907,13021]
[1691,7837]
[1768,16584]
[21549,25938]
[2836,12830]
[8729,14450]
[28447,15651]
[13188,24995]
[26298,25724]
[29390,24029]
[7862,17892]
[4129,29589]
[29150,15400]
[5529,23675]
[25807,24609]
[13722,1286]
[27239,4304]
[27057,2681]
[7094,4223]
[22792,27978]
[20094,2342]
[23258,3880]
[409,12806]
[29446,23045]
[921,28548]
[26973,29673]
[8448,27922]
[10298,19170]
[18398,22426]
[20943,13278]
[10405,15748]
[27361,1076]
[19913,7014]
[29455,3340]
[15362,21166]
[7357,22248]
[447,750]
[14624,1409]
[13545,7663]
[11055,21937]
[28054,16817]
[3704,24199]
[20764,17134]
[27270,1419]
[25388,6425]
[9724,4136]
[964,18162]
[25979,15983]
[2162,29799]
[23069,20880]
[9590,10832]
[5556,12260]
[11468,1083]
[11306,17766]
[684,19119]
[24972,29121]
[4077,20005]
[17795,25922]
[18300,24189]
[13212,152]
[28666,26868]
[11993,21670]
[18262,21298]
[16322,19660]
[10149,2795]
[12792,18406]
[14761,4432]
[22303,27609]
[14810,7166]
[18038,3565]
[5871,8092]
[18847,6861]
[4780,909]
[12353,21065]
[7989,2219]
[7333,29215]
[4401,11832]
[28346,13193]
[1877,20222]
[6168,6696]
[17976,24142]
[28131,2264]
[21633,1167]
[24245,11504]
[13582,3442]
[9165,20635]
[18668,23640]
[29811,28402]
[7244,17614]
[3171,11603]
[27805,28452]
[18751,14652]
[3297,13614]
[22031,2063]
[3382,2208]
[6064,10296]
[11650,14048]
[22622,28701]
[25258,3560]
[19939,25059]
[2876,24917]
[21300,17033]
[1111,3040]
[7656,11524]
[3672,17743]
[12851,15168]
[7902,27505]
[29329,28941]
[6489,20502]
[22434,15604]
[9581,28029]
[449,7994]
[22766,2706]
[24948,21653]
[18737,20114]
[7074,24605]
[14843,525]
[24662,23712]
[24314,28014]
[15324,3468]
[4869,7416]
[15978,23709]
[13217,25101]
[2053,9800]
[18331,22804]
[21539,1178]
[3926,19130]
[24905,9808]
[19404,7998]
[8326,21831]
[6199,2977]
[26662,26235]
[21514,21724]
[1783,867]
[18732,23380]
[9112,16865]
[1711,8876]
[21675,12203]
[23781,18394]
[12526,955]
[8803,25710]
[20991,8673]
[25328,28869]
[1085,11298]
[20751,12475]
[8607,8375]
[26340,1812]
[20989,27527]
[29797,17184]
[7365,24251]
[18607,24560]
[7561,1063]
[24158,16091]
[19844,28058]
[27016,15555]
[18400,11841]
[17765,10606]
[2974,22322]
[20793,12760]
[17348,5371]
[26327,13322]
[11380,7534]
[25168,3405]
[16088,6110]
[27518,7018]
[26851,1826]
[17955,15712]
[13420,6962]
[55,27572]
[15481,4450]
[21941,20742]
[24810,21870]
[22632,15219]
[25888,3624]
[10494,3113]
[21611,28003]
[1007,22840]
[2388,6799]
[10864,12805]
[14340,16009]
[3150,1348]
[12558,7583]
[5523,4346]
[14841,16441]
[20195,15461]
[18004,23266]
[25915,15518]
[11367,7423]
[28249,17034]
[20490,14292]
[7163,3190]
[17875,4596]
[6198,9397]
[4792,11368]
[18441,12292]
[7589,14616]
[18825,26285]
[7191,3660]
[25204,21109]
[10081,6997]
[15115,21086]
[9118,2772]
[27944,13122]
[23296,8407]
[28475,11391]
[16916,3074]
[20281,5840]
[18755,5021]
[6420,292]
[6158,29464]
[16267,15393]
[15885,15994]
[23019,12039]
[11938,17352]
[15983,24466]
[28143,3346]
[9351,16897]
[7353,18753]
[20493,19158]
[25621,1720]
[10622,5104]
[14596,26466]
[19054,7084]
[18729,11799]
[2435,13897]
[18459,7903]
[21771,3126]
[2664,28264]
[8494,7701]
[6035,963]
[895,14019]
[28259,12179]
[27298,29561]
[7156,6260]
[26197,21584]
[22555,10765]
[22749,19188]
[9872,20097]
[23388,25503]
[19120,34]
[12483,19780]
[4637,17538]
[21956,5499]
[27458,17615]
[26045,1995]
[21607,21567]
[26248,21517]
[21280,25699]
[26172,11599]
[9665,16251]
[6333,29336]
[24579,28455]
[25851,13613]
[7060,27653]
[18818,29974]
[23520,12375]
[9682,19668]
[9557,2811]
[3362,12579]
[25633,15746]
[27419,18940]
[25130,25682]
[4957,18832]
[2764,15940]
[24832,14927]
[26030,14088]
[20824,29391]
[24536,1956]
[8519,6381]
[23644,18208]
[24957,7429]
[15386,26857]
[17392,10202]
[12104,15982]
[6730,23775]
[12503,5750]
[3677,18363]
[2621,17398]
[25273,16125]
[23941,13195]
[5640,7118]
[15640,9072]
[14000,27351]
[18672,28589]
[18116,21416]
[29259,24329]
[9814,9633]
[18956,25213]
[4995,2092]
[17796,12188]
[5948,2398]
[14912,6575]
[1596,18599]
[29881,18306]
[13817,13093]
[11596,27038]
[29016,21961]
[22469,15989]
[3812,18131]
[19531,12288]
[3263,5763]
[4565,12824]
[15106,17192]
[23544,22970]
[19919,16480]
[24262,9658]
[8498,27589]
[25185,17736]
[4628,15266]
[22860,20525]
[22713,10342]
[17843,29769]
[7176,29645]
[20412,12770]
[16352,1658]
[28227,18065]
[19811,25910]
[3661,4251]
[6408,9210]
[28402,24742]
[3622,29841]
[2159,25243]
[25068,1903]
[16179,20590]
[19698,12449]
[903,20035]
[9748,23122]
[21691,29571]
[13963,1325]
[3133,24643]
[3759,29776]
[12441,29273]
[15809,17448]
[28258,6411]
[19778,21623]
[25391,7822]
[327,13986]
[1074,21335]
[16775,15634]
[8409,8110]
[7356,17862]
[22776,16955]
[19161,23084]
[428,22377]
[12748,3589]
[5322,18057]
[8837,12250]
[29506,7620]
[5496,3599]
[19188,14145]
[5766,982]
[15537,22108]
[17055,13963]
[28718,23622]
[13111,19134]
[11337,5563]
[18839,23822]
[1247,9528]
[7871,22980]
[3781,12385]
[6499,14279]
[18798,20841]
[14812,26397]
[13791,25443]
[10031,12638]
[11868,9277]
[23907,17499]
[22651,15224]
[29080,16744]
[3233,8258]
[5203,9186]
[20927,4874]
[6828,28499]
[23487,18793]
[20295,29941]
[20629,19784]
[18426,3700]
[12445,17837]
[5347,462]
[13846,5986]
[23805,6669]
[19985,8759]
[29350,10557]
[24499,28715]
[29815,22514]
[21865,26104]
[29220,2666]
[22764,26451]
[24449,19745]
[25604,3023]
[20587,12233]
[14619,14602]
[17209,29011]
[10770,13860]
[25516,164]
[12528,14578]
[8486,10203]
[714,28384]
[22997,17341]
[23857,9079]
[5561,9915]
[27719,22735]
[2883,21858]
[9274,11106]
[3125,7362]
[14220,24413]
[6659,11919]
[22576,23446]
[4036,23702]
[14917,19328]
[19119,14243]
[16846,10720]
[29531,20574]
[10080,9314]
[14536,4098]
[8800,5421]
[16217,6979]
[23670,10448]
[24038,19650]
[19200,25973]
[9178,10030]
[26642,11831]
[7975,1275]
[28745,19703]
[1509,8564]
[15043,29123]
[21066,19984]
[15639,25952]
[15269,15346]
[13955,22977]
[24264,6298]
[7980,8119]
[20196,15059]
[22225,27019]
[27550,14858]
[27839,4682]
[4311,28296]
[5428,19178]
[646,17253]
[19485,8795]
[554,10182]
[14342,26604]
[11391,4819]
[22149,7376]
[26993,15974]
[15882,5805]
[28210,366]
[8789,15088]
[5637,3347]
[28603,18360]
[4035,15124]
[21736,5393]
[1943,19111]
[28978,3387]
[21988,20056]
[17960,22972]
[27213,10368]
[1999,3959]
[2086,27023]
[14016,28419]
[23827,21232]
[1706,20241]
[20503,8033]
[12763,2664]
[13967,2322]
[24805,11287]
[5697,11649]
[18503,17771]
[19227,10307]
[19080,2019]
[20545,19684]
[9708,2326]
[8054,1345]
[24084,25806]
[2514,10582]
[8166,14257]
[5217,6865]
[7299,15550]
[20564,18730]
[23737,18138]
[7863,3713]
[13561,7256]
[23015,17606]
[11559,11066]
[20426,19652]
[28983,11916]
[8645,15223]
[6902,26686]
[29488,27269]
[4080,15243]
[1994,3006]
[18597,8374]
[5343,5044]
[3980,24005]
[8820,19597]
[9765,4898]
[11022,15625]
[16454,15440]
[2094,14930]
[20408,29979]
[3203,1686]
[8917,12946]
[5330,29153]
[4541,7766]
[2740,22356]
[15619,19479]
[9266,6529]
[17101,14427]
[11427,20767]
[6063,28245]
[19210,2248]
[24954,22963]
[26395,12148]
[26952,26462]
[4226,1773]
[9315,18243]
[7266,16000]
[698,11445]
[28334,29177]
[2119,1216]
[17085,19358]
[26191,23569]
[5099,25691]
[3693,14514]
[4074,19421]
[27224,4333]
[22195,24095]
[11996,8339]
[2786,29832]
[14401,20042]
[5600,19749]
[29662,21854]
[5821,10057]
[16925,11410]
[24089,28605]
[6395,23220]
[27020,8979]
[9334,24034]
[5038,13156]
[12817,26060]
[3652,4638]
[20804,5613]
[27582,20886]
[17230,14781]
[19311,5223]
[17097,22507]
[14753,8302]
[10084,6412]
[17668,17183]
[21292,14236]
[166,9318]
[8146,11005]
[16259,29525]
[11795,11085]
[2797,549]
[231,19550]
[26791,9829]
[17770,29560]
[10720,22074]
[26992,18796]
[11383,10154]
[24746,28598]
[12478,25526]
[18074,22551]
[19793,10763]
[11214,12225]
[29555,10755]
[21415,20415]
[6518,26547]
[21394,7629]
[4516,8826]
[11983,29485]
[6866,3777]
[1527,22942]
[9490,8187]
[10264,5891]
[21130,15289]
[24344,13566]
[16452,23779]
[8935,17562]
[6903,14931]
[23035,5146]
[29095,2282]
[1303,5363]
[25768,9014]
[29826,27022]
[18531,11090]
[12193,19350]
[14277,17928]
[27447,2590]
[12937,19095]
[25508,24307]
[7371,4364]
[29873,17777]
[3698,9085]
[22516,28780]
[4521,18210]
[26259,27013]
[25260,25637]
[18955,10145]
[15317,18203]
[24700,22180]
[16526,13586]
[7964,9786]
[21562,20557]
[27824,27126]
[7661,5641]
[15167,26976]
[13530,3392]
[9134,23526]
[12830,27617]
[4008,2770]
[20747,28883]
[2161,15494]
[7288,11350]
[29408,7947]
[28980,29883]
[28504,18373]
[15003,11765]
[26323,3778]
[4061,6360]
[13549,14701]
[11563,13546]
[10523,10764]
[4702,15684]
[27786,16945]
[27461,26402]
[6129,23884]
[23325,18327]
[12465,7846]
[24544,13233]
[26282,16944]
[16503,16513]
[5495,10593]
[2427,8916]
[3118,9134]
[619,3270]
[11543,8635]
[22176,10831]
[25240,17745]
[25232,2313]
[15665,26197]
[26411,26367]
[828,1119]
[23330,5828]
[15086,5924]
[15245,4587]
[9000,2815]
[20013,7940]
[11760,8733]
[18206,24242]
[15975,11434]
[21086,28613]
[15110,14898]
[11968,19911]
[25326,190]
[11574,26808]
[6409,8266]
[28378,21157]
[29302,23571]
[16229,8355]
[18191,23496]
[18008,20963]
[25356,27807]
[14432,1757]
[7313,26503]
[2998,8267]
[22631,14222]
[11112,12969]
[26654,5468]
[3356,11794]
[16992,4619]
[11504,28705]
[4018,14502]
[24589,23428]
[14058,29416]
[12341,23747]
[19574,29194]
[5072,16812]
[21028,5135]
[2041,20128]
[15434,18041]
[28459,22903]
[1123,27903]
[13577,10392]
[29211,17199]
[24650,19655]
[7384,11689]
[107,26632]
[29159,29129]
[17664,20352]
[3312,6780]
[27997,4734]
[19487,25460]
[29483,2476]
[25159,22380]
[10408,5734]
[4244,16027]
[3844,2337]
[5039,22574]
[18997,4795]
[1413,13052]
[7616,9501]
[29900,11674]
[4273,250]
[13634,20538]
[26884,2865]
[29672,3010]
[1986,5039]
[19635,15397]
[25683,29291]
[11322,14520]
[2549,24170]
[734,25230]
[4434,29627]
[19540,29474]
[5998,27718]
[29533,9563]
[24012,6949]
[23908,29448]
[611,2839]
[14429,7915]
[19436,20834]
[29085,15189]
[24556,10731]
[29273,8570]
[2286,2479]
[6747,7658]
[20316,7234]
[27517,1204]
[10419,14585]
[22105,8343]
[24316,2382]
[27393,21701]
[5770,28418]
[13553,29633]
[24495,5316]
[3644,4407]
[14320,9755]
[4315,4522]
[10556,17918]
[17908,12357]
[20942,12121]
[1337,7201]
[19058,4533]
[2629,29066]
[16844,23534]
[24088,4747]
[4893,26297]
[21815,4577]
[388,11263]
[26968,2175]
[20404,124]
[13523,27878]
[8113,25623]
[12296,20478]
[9547,4063]
[13968,22163]
[13114,15237]
[17370,24335]
[7918,29718]
[26,17188]
[18053,28684]
[3649,4591]
[4266,29097]
[12409,11760]
[16922,5600]
[5870,22114]
[18130,27277]
[8249,4886]
[436,27549]
[21173,21288]
[5267,24504]
[20483,11028]
[17052,10100]
[1950,13327]
[24391,15036]
[19829,20632]
[26845,23192]
[24882,2014]
[18039,8042]
[29941,4020]
[18655,218]
[20969,12979]
[27969,5920]
[27128,10891]
[2619,6206]
[29056,23529]
[10907,879]
[9960,4384]
[22323,21114]
[3682,8316]
[20691,19738]
[17394,20134]
[9528,26777]
[29505,21758]
[18311,21513]
[16325,7888]
[4689,27347]
[13556,3601]
[12343,25306]
[4662,20979]
[5528,14988]
[668,28041]
[8264,18844]
[1217,21996]
[25695,13701]
[8316,25743]
[19044,10714]
[12414,27450]
[22338,19470]
[21224,12090]
[18540,13056]
[15763,16720]
[7514,8109]
[20758,26804]
[22763,24779]
[1013,21554]
[19384,15144]
[14706,14620]
[8612,27897]
[3530,16461]
[4390,16600]
[8444,21807]
[6667,26019]
[19365,3508]
[11754,9733]
[26391,13364]
[24488,5448]
[10256,28718]
[4559,16269]
[8910,28745]
[48,23792]
[10918,29550]
[22440,9695]
[28479,21244]
[23282,3436]
[2925,19385]
[29546,19588]
[23770,4527]
[21458,5646]
[11822,24644]
[15377,6016]
[14202,8148]
[25309,4103]
[7914,25065]
[4333,29252]
[13498,13428]
[15181,23011]
[688,11430]
[8557,21468]
[28753,26715]
[16108,15820]
[18587,12255]
[17384,23485]
[21586,27134]
[28433,25924]
[29893,19654]
[11148,7200]
[20858,8909]
[7737,11577]
[29850,16828]
[23028,6774]
[14076,29898]
[4801,4355]
[15141,21983]
[23800,20866]
[22957,19912]
[7932,26309]
[23613,19035]
[2386,14203]
[26122,12767]
[7303,25598]
[20153,29007]
[11122,3055]
[21429,27020]
[18399,13692]
[29291,24424]
[4908,25270]
[3259,25182]
[3135,21763]
[21395,21898]
[12169,7392]
[15338,4123]
[21265,25805]
[19043,7795]
[10235,19062]
[11511,11363]
[6366,822]
[17041,18640]
[1639,16472]
[22939,8344]
[10143,27644]
[27200,19412]
[3322,14814]
[7416,15050]
[18500,15258]
[20198,14100]
[20399,2492]
[26342,17481]
[23654,22225]
[6096,9707]
[29565,16296]
[12017,914]
[2391,15164]
[12480,4564]
[19298,1542]
[28460,21185]
[3046,3045]
[11721,28314]
[6669,5713]
[24782,29825]
[9728,12235]
[14520,7726]
[15082,22533]
[11588,11512]
[29708,16267]
[26143,14864]
